Freq,time,motorpath,angle
16.00, 	4.46, 	160, 	3.19
16.00, 	4.49, 	95, 	3.17
16.00, 	4.51, 	12, 	3.13
16.00, 	4.54, 	-75, 	3.10
16.00, 	4.57, 	-150, 	3.08
16.00, 	4.60, 	-193, 	3.06
16.00, 	4.63, 	-197, 	3.06
16.00, 	4.65, 	-161, 	3.08
16.00, 	4.68, 	-88, 	3.10
16.00, 	4.71, 	-2, 	3.13
16.00, 	4.74, 	85, 	3.16
16.00, 	4.77, 	159, 	3.19
16.00, 	4.80, 	193, 	3.20
16.00, 	4.82, 	196, 	3.19
16.00, 	4.85, 	161, 	3.18
16.00, 	4.88, 	91, 	3.15
16.00, 	4.91, 	11, 	3.12
16.00, 	4.93, 	-76, 	3.08
16.00, 	4.96, 	-151, 	3.07
16.00, 	4.99, 	-193, 	3.05
16.00, 	5.02, 	-197, 	3.06
16.00, 	5.05, 	-159, 	3.08
16.00, 	5.08, 	-87, 	3.10
16.00, 	5.11, 	-1, 	3.14
16.00, 	5.13, 	89, 	3.18
16.00, 	5.16, 	159, 	3.20
16.00, 	5.19, 	194, 	3.23
16.00, 	5.22, 	196, 	3.22
16.00, 	5.24, 	160, 	3.20
16.00, 	5.27, 	90, 	3.18
16.00, 	5.30, 	10, 	3.14
16.00, 	5.33, 	-77, 	3.10
16.00, 	5.36, 	-152, 	3.08
16.00, 	5.38, 	-193, 	3.06
16.00, 	5.41, 	-197, 	3.06
16.00, 	5.44, 	-158, 	3.07
16.00, 	5.47, 	-86, 	3.09
16.00, 	5.50, 	0, 	3.13
16.00, 	5.53, 	90, 	3.17
16.00, 	5.56, 	160, 	3.18
16.00, 	5.58, 	194, 	3.21
16.00, 	5.61, 	196, 	3.20
16.00, 	5.64, 	162, 	3.18
16.00, 	5.66, 	92, 	3.16
16.00, 	5.69, 	9, 	3.13
16.00, 	5.72, 	-75, 	3.10
16.00, 	5.75, 	-150, 	3.07
16.00, 	5.77, 	-192, 	3.05
16.00, 	5.80, 	-198, 	3.06
16.00, 	5.83, 	-161, 	3.08
16.00, 	5.86, 	-88, 	3.11
16.00, 	5.89, 	-5, 	3.14
16.00, 	5.92, 	82, 	3.17
16.00, 	5.95, 	155, 	3.20
16.00, 	5.97, 	192, 	3.22
16.00, 	6.00, 	196, 	3.21
16.00, 	6.03, 	161, 	3.19
16.00, 	6.06, 	94, 	3.16
16.00, 	6.08, 	12, 	3.12
16.00, 	6.11, 	-73, 	3.09
16.00, 	6.14, 	-147, 	3.07
16.00, 	6.17, 	-192, 	3.05
16.00, 	6.20, 	-197, 	3.06
16.00, 	6.23, 	-161, 	3.07
16.00, 	6.26, 	-88, 	3.09
16.00, 	6.28, 	-4, 	3.13
16.00, 	6.31, 	83, 	3.17
16.00, 	6.34, 	157, 	3.19
16.00, 	6.36, 	192, 	3.22
16.00, 	6.39, 	196, 	3.22
16.00, 	6.42, 	161, 	3.19
16.00, 	6.45, 	96, 	3.18
16.00, 	6.48, 	11, 	3.14
16.00, 	6.51, 	-80, 	3.10
16.00, 	6.53, 	-154, 	3.08
16.00, 	6.56, 	-193, 	3.06
16.00, 	6.59, 	-197, 	3.06
16.00, 	6.62, 	-160, 	3.08
16.00, 	6.65, 	-90, 	3.10
16.00, 	6.68, 	0, 	3.13
16.00, 	6.71, 	89, 	3.17
16.00, 	6.74, 	162, 	3.18
16.00, 	6.76, 	194, 	3.21
16.00, 	6.78, 	197, 	3.20
16.00, 	6.81, 	162, 	3.18
16.00, 	6.84, 	95, 	3.16
16.00, 	6.87, 	13, 	3.12
16.00, 	6.90, 	-75, 	3.09
16.00, 	6.93, 	-150, 	3.07
16.00, 	6.95, 	-192, 	3.06
16.00, 	6.98, 	-198, 	3.06
16.00, 	7.01, 	-160, 	3.08
16.00, 	7.04, 	-92, 	3.10
16.00, 	7.07, 	-2, 	3.15
16.00, 	7.10, 	90, 	3.18
16.00, 	7.13, 	162, 	3.20
16.00, 	7.15, 	195, 	3.22
16.00, 	7.18, 	197, 	3.22
16.00, 	7.21, 	161, 	3.20
16.00, 	7.23, 	94, 	3.17
16.00, 	7.26, 	12, 	3.14
16.00, 	7.29, 	-73, 	3.10
16.00, 	7.32, 	-149, 	3.08
16.00, 	7.35, 	-192, 	3.06
16.00, 	7.37, 	-197, 	3.06
16.00, 	7.40, 	-159, 	3.08
16.00, 	7.43, 	-91, 	3.10
16.00, 	7.46, 	-1, 	3.13
16.00, 	7.49, 	91, 	3.17
16.00, 	7.52, 	165, 	3.19
16.00, 	7.55, 	195, 	3.21
16.00, 	7.57, 	196, 	3.20
16.00, 	7.60, 	161, 	3.17
16.00, 	7.63, 	94, 	3.16
16.00, 	7.66, 	8, 	3.11
16.00, 	7.68, 	-80, 	3.08
16.00, 	7.71, 	-153, 	3.07
16.00, 	7.74, 	-192, 	3.05
16.00, 	7.77, 	-198, 	3.05
16.00, 	7.80, 	-161, 	3.07
16.00, 	7.83, 	-90, 	3.10
16.00, 	7.85, 	-4, 	3.14
16.00, 	7.88, 	86, 	3.18
16.00, 	7.91, 	160, 	3.20
16.00, 	7.94, 	193, 	3.22
16.00, 	7.96, 	196, 	3.22
16.00, 	7.99, 	160, 	3.19
16.00, 	8.02, 	95, 	3.17
16.00, 	8.05, 	13, 	3.13
16.00, 	8.07, 	-72, 	3.10
16.00, 	8.10, 	-148, 	3.08
16.00, 	8.13, 	-193, 	3.06
16.00, 	8.16, 	-198, 	3.06
16.00, 	8.19, 	-160, 	3.08
16.00, 	8.22, 	-89, 	3.10
16.00, 	8.25, 	-6, 	3.13
16.00, 	8.27, 	84, 	3.17
16.00, 	8.30, 	158, 	3.19
16.00, 	8.33, 	192, 	3.21
16.00, 	8.36, 	196, 	3.21
16.00, 	8.39, 	160, 	3.19
16.00, 	8.41, 	95, 	3.17
16.00, 	8.44, 	12, 	3.13
16.00, 	8.47, 	-75, 	3.10
16.00, 	8.50, 	-150, 	3.08
16.00, 	8.52, 	-193, 	3.06
16.00, 	8.55, 	-197, 	3.07
16.00, 	8.58, 	-161, 	3.08
16.00, 	8.61, 	-88, 	3.10
16.00, 	8.64, 	-2, 	3.14
16.00, 	8.67, 	85, 	3.17
16.00, 	8.70, 	159, 	3.19
16.00, 	8.72, 	193, 	3.22
16.00, 	8.75, 	196, 	3.21
16.00, 	8.78, 	161, 	3.19
16.00, 	8.81, 	91, 	3.17
16.00, 	8.83, 	11, 	3.13
16.00, 	8.86, 	-76, 	3.10
16.00, 	8.89, 	-151, 	3.08
16.00, 	8.92, 	-193, 	3.06
16.00, 	8.95, 	-197, 	3.06
16.00, 	8.98, 	-159, 	3.08
16.00, 	9.00, 	-87, 	3.10
16.00, 	9.03, 	-1, 	3.13
16.00, 	9.06, 	89, 	3.17
16.00, 	9.09, 	161, 	3.19
16.00, 	9.12, 	194, 	3.21
16.00, 	9.14, 	195, 	3.20
16.00, 	9.17, 	160, 	3.18
16.00, 	9.20, 	90, 	3.15
16.00, 	9.23, 	10, 	3.12
16.00, 	9.25, 	-77, 	3.08
16.00, 	9.28, 	-152, 	3.06
16.00, 	9.31, 	-193, 	3.05
16.00, 	9.34, 	-197, 	3.05
16.00, 	9.37, 	-158, 	3.07
16.00, 	9.40, 	-86, 	3.10
16.00, 	9.43, 	0, 	3.14
16.00, 	9.45, 	90, 	3.18
16.00, 	9.48, 	162, 	3.20
16.00, 	9.51, 	194, 	3.22
16.00, 	9.54, 	196, 	3.22
16.00, 	9.56, 	162, 	3.20
16.00, 	9.59, 	92, 	3.18
16.00, 	9.62, 	9, 	3.14
16.00, 	9.65, 	-75, 	3.11
16.00, 	9.67, 	-150, 	3.09
16.00, 	9.70, 	-192, 	3.06
16.00, 	9.73, 	-198, 	3.06
16.00, 	9.76, 	-161, 	3.08
16.00, 	9.79, 	-89, 	3.10
16.00, 	9.82, 	-5, 	3.13
16.00, 	9.84, 	82, 	3.16
16.00, 	9.87, 	157, 	3.19
16.00, 	9.90, 	192, 	3.20
16.00, 	9.93, 	196, 	3.19
16.00, 	9.96, 	161, 	3.17
16.00, 	9.98, 	94, 	3.15
16.00, 	10.01, 	12, 	3.12
16.00, 	10.04, 	-73, 	3.09
16.00, 	10.07, 	-151, 	3.06
16.00, 	10.10, 	-195, 	3.05
16.00, 	10.13, 	-194, 	3.06
16.00, 	10.16, 	-151, 	3.09
16.00, 	10.19, 	-70, 	3.12
16.00, 	10.22, 	21, 	3.16
16.00, 	10.25, 	111, 	3.20
16.00, 	10.28, 	175, 	3.21
16.00, 	10.30, 	199, 	3.23
16.00, 	10.33, 	185, 	3.22
16.00, 	10.36, 	133, 	3.19
16.00, 	10.39, 	49, 	3.15
16.00, 	10.42, 	-37, 	3.11
16.00, 	10.45, 	-124, 	3.08
16.00, 	10.48, 	-183, 	3.06
16.00, 	10.51, 	-200, 	3.05
16.00, 	10.54, 	-173, 	3.06
16.00, 	10.57, 	-106, 	3.08
16.00, 	10.60, 	-13, 	3.12
16.00, 	10.63, 	81, 	3.16
16.00, 	10.66, 	158, 	3.19
16.00, 	10.69, 	194, 	3.20
16.00, 	10.71, 	195, 	3.20
16.00, 	10.74, 	156, 	3.18
16.00, 	10.77, 	84, 	3.16
16.00, 	10.80, 	-3, 	3.13
16.00, 	10.83, 	-92, 	3.09
16.00, 	10.86, 	-164, 	3.08
16.00, 	10.89, 	-198, 	3.06
16.00, 	10.92, 	-190, 	3.07
16.00, 	10.95, 	-138, 	3.09
16.00, 	10.98, 	-56, 	3.12
16.00, 	11.01, 	36, 	3.16
16.00, 	11.04, 	125, 	3.19
16.00, 	11.07, 	183, 	3.20
16.00, 	11.09, 	199, 	3.20
16.00, 	11.12, 	178, 	3.19
16.00, 	11.15, 	119, 	3.17
16.00, 	11.18, 	34, 	3.13
16.00, 	11.21, 	-55, 	3.09
16.00, 	11.24, 	-137, 	3.07
16.00, 	11.27, 	-188, 	3.05
16.00, 	11.30, 	-199, 	3.06
16.00, 	11.33, 	-163, 	3.07
16.00, 	11.36, 	-94, 	3.10
16.00, 	11.39, 	-1, 	3.15
16.00, 	11.42, 	94, 	3.18
16.00, 	11.45, 	168, 	3.20
16.00, 	11.48, 	196, 	3.22
16.00, 	11.50, 	193, 	3.22
16.00, 	11.53, 	149, 	3.19
16.00, 	11.56, 	76, 	3.16
16.00, 	11.59, 	-15, 	3.12
16.00, 	11.62, 	-105, 	3.09
16.00, 	11.65, 	-172, 	3.07
16.00, 	11.68, 	-200, 	3.06
16.00, 	11.71, 	-184, 	3.07
16.00, 	11.74, 	-127, 	3.08
16.00, 	11.77, 	-42, 	3.12
16.00, 	11.80, 	53, 	3.16
16.50, 	0.00, 	0, 	3.16
16.50, 	0.02, 	74, 	3.18
16.50, 	0.05, 	146, 	3.20
16.50, 	0.08, 	191, 	3.21
16.50, 	0.11, 	196, 	3.20
16.50, 	0.13, 	160, 	3.17
16.50, 	0.16, 	90, 	3.15
16.50, 	0.19, 	4, 	3.10
16.50, 	0.22, 	-85, 	3.07
16.50, 	0.25, 	-159, 	3.05
16.50, 	0.27, 	-195, 	3.03
16.50, 	0.30, 	-193, 	3.04
16.50, 	0.33, 	-149, 	3.06
16.50, 	0.36, 	-68, 	3.09
16.50, 	0.39, 	23, 	3.13
16.50, 	0.42, 	112, 	3.18
16.50, 	0.45, 	175, 	3.19
16.50, 	0.47, 	199, 	3.22
16.50, 	0.50, 	185, 	3.21
16.50, 	0.53, 	133, 	3.19
16.50, 	0.56, 	49, 	3.16
16.50, 	0.58, 	-36, 	3.13
16.50, 	0.61, 	-120, 	3.10
16.50, 	0.64, 	-180, 	3.08
16.50, 	0.67, 	-200, 	3.08
16.50, 	0.70, 	-174, 	3.09
16.50, 	0.73, 	-109, 	3.10
16.50, 	0.76, 	-19, 	3.14
16.50, 	0.78, 	75, 	3.17
16.50, 	0.82, 	156, 	3.19
16.50, 	0.84, 	194, 	3.21
16.50, 	0.87, 	197, 	3.20
16.50, 	0.90, 	161, 	3.18
16.50, 	0.92, 	92, 	3.15
16.50, 	0.95, 	3, 	3.12
16.50, 	0.98, 	-87, 	3.08
16.50, 	1.01, 	-160, 	3.06
16.50, 	1.03, 	-196, 	3.05
16.50, 	1.06, 	-195, 	3.06
16.50, 	1.09, 	-148, 	3.08
16.50, 	1.12, 	-70, 	3.10
16.50, 	1.15, 	21, 	3.14
16.50, 	1.18, 	110, 	3.18
16.50, 	1.21, 	176, 	3.20
16.50, 	1.23, 	199, 	3.21
16.50, 	1.26, 	186, 	3.21
16.50, 	1.29, 	132, 	3.18
16.50, 	1.32, 	54, 	3.15
16.50, 	1.34, 	-34, 	3.12
16.50, 	1.37, 	-121, 	3.08
16.50, 	1.40, 	-179, 	3.06
16.50, 	1.43, 	-200, 	3.06
16.50, 	1.46, 	-175, 	3.07
16.50, 	1.49, 	-110, 	3.09
16.50, 	1.52, 	-21, 	3.12
16.50, 	1.55, 	73, 	3.16
16.50, 	1.58, 	153, 	3.18
16.50, 	1.60, 	193, 	3.20
16.50, 	1.63, 	196, 	3.20
16.50, 	1.66, 	162, 	3.17
16.50, 	1.68, 	90, 	3.15
16.50, 	1.71, 	5, 	3.12
16.50, 	1.74, 	-82, 	3.09
16.50, 	1.77, 	-157, 	3.07
16.50, 	1.79, 	-195, 	3.05
16.50, 	1.82, 	-194, 	3.06
16.50, 	1.85, 	-150, 	3.08
16.50, 	1.88, 	-68, 	3.10
16.50, 	1.91, 	19, 	3.14
16.50, 	1.94, 	109, 	3.17
16.50, 	1.97, 	174, 	3.20
16.50, 	1.99, 	198, 	3.21
16.50, 	2.02, 	186, 	3.20
16.50, 	2.05, 	133, 	3.17
16.50, 	2.08, 	56, 	3.15
16.50, 	2.10, 	-35, 	3.11
16.50, 	2.14, 	-125, 	3.08
16.50, 	2.16, 	-182, 	3.06
16.50, 	2.19, 	-200, 	3.06
16.50, 	2.22, 	-174, 	3.07
16.50, 	2.25, 	-112, 	3.09
16.50, 	2.28, 	-23, 	3.13
16.50, 	2.31, 	74, 	3.18
16.50, 	2.34, 	153, 	3.20
16.50, 	2.36, 	193, 	3.22
16.50, 	2.39, 	197, 	3.22
16.50, 	2.42, 	162, 	3.19
16.50, 	2.45, 	92, 	3.17
16.50, 	2.47, 	10, 	3.13
16.50, 	2.50, 	-80, 	3.10
16.50, 	2.53, 	-156, 	3.07
16.50, 	2.56, 	-196, 	3.06
16.50, 	2.59, 	-194, 	3.06
16.50, 	2.62, 	-147, 	3.08
16.50, 	2.64, 	-70, 	3.10
16.50, 	2.67, 	21, 	3.15
16.50, 	2.70, 	112, 	3.18
16.50, 	2.73, 	177, 	3.19
16.50, 	2.76, 	199, 	3.21
16.50, 	2.78, 	185, 	3.20
16.50, 	2.81, 	132, 	3.18
16.50, 	2.84, 	52, 	3.15
16.50, 	2.87, 	-37, 	3.12
16.50, 	2.90, 	-123, 	3.08
16.50, 	2.92, 	-181, 	3.07
16.50, 	2.95, 	-200, 	3.06
16.50, 	2.98, 	-175, 	3.08
16.50, 	3.01, 	-108, 	3.10
16.50, 	3.04, 	-18, 	3.13
16.50, 	3.07, 	75, 	3.17
16.50, 	3.10, 	154, 	3.19
16.50, 	3.13, 	193, 	3.21
16.50, 	3.15, 	197, 	3.21
16.50, 	3.18, 	161, 	3.18
16.50, 	3.21, 	91, 	3.16
16.50, 	3.23, 	5, 	3.12
16.50, 	3.26, 	-84, 	3.09
16.50, 	3.29, 	-158, 	3.07
16.50, 	3.32, 	-195, 	3.05
16.50, 	3.35, 	-194, 	3.06
16.50, 	3.38, 	-148, 	3.08
16.50, 	3.40, 	-72, 	3.10
16.50, 	3.43, 	22, 	3.14
16.50, 	3.46, 	116, 	3.17
16.50, 	3.49, 	178, 	3.19
16.50, 	3.52, 	199, 	3.20
16.50, 	3.55, 	185, 	3.19
16.50, 	3.57, 	134, 	3.17
16.50, 	3.60, 	54, 	3.14
16.50, 	3.63, 	-38, 	3.11
16.50, 	3.66, 	-124, 	3.08
16.50, 	3.69, 	-181, 	3.06
16.50, 	3.71, 	-200, 	3.06
16.50, 	3.74, 	-175, 	3.08
16.50, 	3.77, 	-110, 	3.10
16.50, 	3.80, 	-20, 	3.14
16.50, 	3.83, 	74, 	3.17
16.50, 	3.86, 	155, 	3.20
16.50, 	3.89, 	194, 	3.22
16.50, 	3.91, 	197, 	3.21
16.50, 	3.94, 	162, 	3.18
16.50, 	3.97, 	90, 	3.16
16.50, 	4.00, 	7, 	3.12
16.50, 	4.02, 	-82, 	3.09
16.50, 	4.05, 	-155, 	3.07
16.50, 	4.08, 	-196, 	3.05
16.50, 	4.11, 	-194, 	3.06
16.50, 	4.14, 	-151, 	3.07
16.50, 	4.17, 	-71, 	3.10
16.50, 	4.20, 	20, 	3.14
16.50, 	4.22, 	109, 	3.18
16.50, 	4.25, 	175, 	3.19
16.50, 	4.28, 	199, 	3.21
16.50, 	4.31, 	186, 	3.21
16.50, 	4.33, 	135, 	3.19
16.50, 	4.36, 	52, 	3.16
16.50, 	4.39, 	-33, 	3.12
16.50, 	4.42, 	-120, 	3.09
16.50, 	4.45, 	-180, 	3.08
16.50, 	4.48, 	-200, 	3.07
16.50, 	4.51, 	-176, 	3.08
16.50, 	4.53, 	-111, 	3.10
16.50, 	4.56, 	-22, 	3.13
16.50, 	4.59, 	72, 	3.17
16.50, 	4.62, 	154, 	3.19
16.50, 	4.65, 	193, 	3.20
16.50, 	4.67, 	197, 	3.20
16.50, 	4.70, 	161, 	3.18
16.50, 	4.73, 	95, 	3.16
16.50, 	4.76, 	6, 	3.12
16.50, 	4.79, 	-87, 	3.09
16.50, 	4.82, 	-160, 	3.06
16.50, 	4.84, 	-195, 	3.05
16.50, 	4.87, 	-195, 	3.06
16.50, 	4.90, 	-151, 	3.08
16.50, 	4.93, 	-73, 	3.11
16.50, 	4.96, 	21, 	3.15
16.50, 	4.99, 	110, 	3.19
16.50, 	5.02, 	176, 	3.20
16.50, 	5.04, 	199, 	3.22
16.50, 	5.07, 	187, 	3.21
16.50, 	5.10, 	134, 	3.18
16.50, 	5.12, 	54, 	3.15
16.50, 	5.15, 	-34, 	3.12
16.50, 	5.18, 	-121, 	3.08
16.50, 	5.21, 	-181, 	3.06
16.50, 	5.24, 	-200, 	3.06
16.50, 	5.27, 	-176, 	3.07
16.50, 	5.30, 	-110, 	3.09
16.50, 	5.32, 	-24, 	3.12
16.50, 	5.35, 	70, 	3.16
16.50, 	5.38, 	150, 	3.19
16.50, 	5.41, 	191, 	3.20
16.50, 	5.44, 	197, 	3.20
16.50, 	5.46, 	162, 	3.18
16.50, 	5.49, 	93, 	3.15
16.50, 	5.52, 	8, 	3.12
16.50, 	5.55, 	-79, 	3.09
16.50, 	5.58, 	-155, 	3.06
16.50, 	5.60, 	-195, 	3.05
16.50, 	5.63, 	-195, 	3.06
16.50, 	5.66, 	-152, 	3.08
16.50, 	5.69, 	-71, 	3.11
16.50, 	5.72, 	16, 	3.15
16.50, 	5.75, 	106, 	3.19
16.50, 	5.77, 	172, 	3.21
16.50, 	5.80, 	198, 	3.22
16.50, 	5.83, 	187, 	3.21
16.50, 	5.86, 	136, 	3.18
16.50, 	5.89, 	56, 	3.15
16.50, 	5.91, 	-32, 	3.12
16.50, 	5.94, 	-119, 	3.08
16.50, 	5.97, 	-179, 	3.06
16.50, 	6.00, 	-200, 	3.06
16.50, 	6.03, 	-176, 	3.07
16.50, 	6.06, 	-115, 	3.08
16.50, 	6.09, 	-23, 	3.12
16.50, 	6.12, 	74, 	3.16
16.50, 	6.15, 	158, 	3.18
16.50, 	6.17, 	194, 	3.20
16.50, 	6.20, 	197, 	3.20
16.50, 	6.22, 	163, 	3.18
16.50, 	6.25, 	95, 	3.16
16.50, 	6.28, 	7, 	3.12
16.50, 	6.31, 	-83, 	3.09
16.50, 	6.34, 	-158, 	3.07
16.50, 	6.36, 	-195, 	3.06
16.50, 	6.39, 	-195, 	3.06
16.50, 	6.42, 	-151, 	3.08
16.50, 	6.45, 	-73, 	3.11
16.50, 	6.48, 	17, 	3.14
16.50, 	6.51, 	107, 	3.18
16.50, 	6.54, 	174, 	3.20
16.50, 	6.56, 	198, 	3.22
16.50, 	6.59, 	187, 	3.20
16.50, 	6.62, 	135, 	3.18
16.50, 	6.65, 	58, 	3.15
16.50, 	6.67, 	-33, 	3.11
16.50, 	6.70, 	-121, 	3.08
16.50, 	6.73, 	-179, 	3.06
16.50, 	6.76, 	-200, 	3.06
16.50, 	6.79, 	-177, 	3.07
16.50, 	6.82, 	-114, 	3.09
16.50, 	6.85, 	-25, 	3.13
16.50, 	6.88, 	69, 	3.17
16.50, 	6.91, 	150, 	3.19
16.50, 	6.93, 	192, 	3.21
16.50, 	6.96, 	197, 	3.21
16.50, 	6.99, 	165, 	3.20
16.50, 	7.02, 	94, 	3.17
16.50, 	7.04, 	9, 	3.14
16.50, 	7.07, 	-78, 	3.10
16.50, 	7.10, 	-154, 	3.08
16.50, 	7.12, 	-194, 	3.06
16.50, 	7.15, 	-195, 	3.07
16.50, 	7.18, 	-152, 	3.08
16.50, 	7.21, 	-72, 	3.11
16.50, 	7.24, 	15, 	3.14
16.50, 	7.27, 	105, 	3.17
16.50, 	7.30, 	172, 	3.19
16.50, 	7.32, 	198, 	3.21
16.50, 	7.35, 	187, 	3.19
16.50, 	7.38, 	139, 	3.17
16.50, 	7.41, 	57, 	3.14
16.50, 	7.43, 	-31, 	3.11
16.50, 	7.46, 	-116, 	3.08
16.50, 	7.49, 	-178, 	3.06
16.50, 	7.52, 	-200, 	3.06
16.50, 	7.55, 	-178, 	3.07
16.50, 	7.58, 	-115, 	3.09
16.50, 	7.61, 	-23, 	3.14
16.50, 	7.64, 	74, 	3.18
16.50, 	7.67, 	153, 	3.20
16.50, 	7.70, 	193, 	3.22
16.50, 	7.72, 	198, 	3.22
16.50, 	7.75, 	164, 	3.20
16.50, 	7.78, 	96, 	3.18
16.50, 	7.80, 	14, 	3.14
16.50, 	7.83, 	-77, 	3.10
16.50, 	7.86, 	-155, 	3.08
16.50, 	7.89, 	-195, 	3.06
16.50, 	7.92, 	-195, 	3.06
16.50, 	7.95, 	-149, 	3.08
16.50, 	7.97, 	-74, 	3.10
16.50, 	8.00, 	17, 	3.14
16.50, 	8.03, 	109, 	3.17
16.50, 	8.06, 	176, 	3.18
16.50, 	8.09, 	199, 	3.20
16.50, 	8.11, 	186, 	3.19
16.50, 	8.14, 	135, 	3.17
16.50, 	8.17, 	55, 	3.14
16.50, 	8.20, 	-33, 	3.11
16.50, 	8.22, 	-117, 	3.08
16.50, 	8.25, 	-179, 	3.06
16.50, 	8.28, 	-200, 	3.06
16.50, 	8.31, 	-177, 	3.08
16.50, 	8.34, 	-111, 	3.10
16.50, 	8.37, 	-22, 	3.13
16.50, 	8.40, 	69, 	3.17
16.50, 	8.43, 	150, 	3.20
16.50, 	8.46, 	192, 	3.21
16.50, 	8.48, 	197, 	3.21
16.50, 	8.51, 	163, 	3.19
16.50, 	8.54, 	92, 	3.16
16.50, 	8.57, 	9, 	3.12
16.50, 	8.59, 	-78, 	3.09
16.50, 	8.62, 	-154, 	3.07
16.50, 	8.65, 	-194, 	3.05
16.50, 	8.68, 	-195, 	3.05
16.50, 	8.71, 	-151, 	3.07
16.50, 	8.74, 	-73, 	3.10
16.50, 	8.76, 	18, 	3.14
16.50, 	8.79, 	110, 	3.18
16.50, 	8.82, 	175, 	3.19
16.50, 	8.85, 	198, 	3.22
16.50, 	8.88, 	186, 	3.21
16.50, 	8.90, 	137, 	3.19
16.50, 	8.93, 	57, 	3.16
16.50, 	8.96, 	-31, 	3.13
16.50, 	8.99, 	-118, 	3.10
16.50, 	9.02, 	-180, 	3.08
16.50, 	9.04, 	-200, 	3.07
16.50, 	9.07, 	-177, 	3.08
16.50, 	9.10, 	-113, 	3.10
16.50, 	9.13, 	-24, 	3.13
16.50, 	9.16, 	70, 	3.16
16.50, 	9.19, 	153, 	3.19
16.50, 	9.22, 	193, 	3.20
16.50, 	9.24, 	197, 	3.19
16.50, 	9.27, 	162, 	3.18
16.50, 	9.30, 	96, 	3.15
16.50, 	9.33, 	11, 	3.11
16.50, 	9.35, 	-79, 	3.08
16.50, 	9.38, 	-155, 	3.06
16.50, 	9.41, 	-195, 	3.05
16.50, 	9.44, 	-194, 	3.06
16.50, 	9.47, 	-150, 	3.08
16.50, 	9.50, 	-71, 	3.10
16.50, 	9.53, 	19, 	3.15
16.50, 	9.55, 	109, 	3.18
16.50, 	9.58, 	175, 	3.20
16.50, 	9.61, 	199, 	3.22
16.50, 	9.64, 	187, 	3.22
16.50, 	9.66, 	136, 	3.20
16.50, 	9.69, 	53, 	3.16
16.50, 	9.72, 	-32, 	3.13
16.50, 	9.75, 	-119, 	3.10
16.50, 	9.78, 	-180, 	3.08
16.50, 	9.81, 	-200, 	3.07
16.50, 	9.84, 	-176, 	3.08
16.50, 	9.86, 	-112, 	3.09
16.50, 	9.89, 	-23, 	3.12
16.50, 	9.92, 	71, 	3.16
16.50, 	9.95, 	153, 	3.18
16.50, 	9.98, 	193, 	3.20
16.50, 	10.01, 	197, 	3.20
16.50, 	10.03, 	160, 	3.18
16.50, 	10.06, 	89, 	3.16
16.50, 	10.09, 	-3, 	3.11
16.50, 	10.12, 	-98, 	3.08
16.50, 	10.15, 	-169, 	3.07
16.50, 	10.18, 	-199, 	3.06
16.50, 	10.21, 	-186, 	3.07
16.50, 	10.24, 	-130, 	3.08
16.50, 	10.27, 	-38, 	3.12
16.50, 	10.30, 	59, 	3.16
16.50, 	10.33, 	145, 	3.19
16.50, 	10.36, 	191, 	3.21
16.50, 	10.39, 	198, 	3.21
16.50, 	10.41, 	161, 	3.19
16.50, 	10.44, 	92, 	3.16
16.50, 	10.47, 	-1, 	3.12
16.50, 	10.50, 	-96, 	3.08
16.50, 	10.53, 	-168, 	3.07
16.50, 	10.56, 	-199, 	3.06
16.50, 	10.59, 	-188, 	3.06
16.50, 	10.62, 	-132, 	3.08
16.50, 	10.65, 	-44, 	3.11
16.50, 	10.68, 	54, 	3.15
16.50, 	10.71, 	143, 	3.18
16.50, 	10.74, 	190, 	3.20
16.50, 	10.77, 	198, 	3.20
16.50, 	10.79, 	166, 	3.18
16.50, 	10.82, 	94, 	3.16
16.50, 	10.85, 	5, 	3.12
16.50, 	10.88, 	-87, 	3.09
16.50, 	10.91, 	-162, 	3.07
16.50, 	10.94, 	-198, 	3.06
16.50, 	10.97, 	-190, 	3.07
16.50, 	11.00, 	-139, 	3.09
16.50, 	11.03, 	-50, 	3.12
16.50, 	11.06, 	45, 	3.16
16.50, 	11.09, 	134, 	3.19
16.50, 	11.12, 	187, 	3.21
16.50, 	11.14, 	199, 	3.21
16.50, 	11.17, 	170, 	3.19
16.50, 	11.20, 	99, 	3.17
16.50, 	11.23, 	11, 	3.13
16.50, 	11.26, 	-79, 	3.09
16.50, 	11.29, 	-157, 	3.06
16.50, 	11.32, 	-197, 	3.04
16.50, 	11.35, 	-192, 	3.06
16.50, 	11.38, 	-140, 	3.08
16.50, 	11.41, 	-53, 	3.11
16.50, 	11.44, 	42, 	3.15
17.00, 	0.00, 	0, 	3.16
17.00, 	0.02, 	79, 	3.19
17.00, 	0.05, 	150, 	3.20
17.00, 	0.08, 	194, 	3.22
17.00, 	0.11, 	193, 	3.21
17.00, 	0.14, 	149, 	3.18
17.00, 	0.16, 	72, 	3.15
17.00, 	0.19, 	-18, 	3.10
17.00, 	0.22, 	-108, 	3.07
17.00, 	0.25, 	-175, 	3.05
17.00, 	0.28, 	-200, 	3.04
17.00, 	0.30, 	-179, 	3.05
17.00, 	0.34, 	-111, 	3.08
17.00, 	0.36, 	-19, 	3.11
17.00, 	0.39, 	74, 	3.15
17.00, 	0.42, 	155, 	3.18
17.00, 	0.45, 	194, 	3.21
